昵称,性别,时间,点赞,评论,IP属地,二级评论条数,二级评论等级,uid,rpid
缱小猫,保密,2024-11-17 09:48:00,6,连她视频底下的评论也很喜欢，没有无穷无尽的挑剔和这权那权主义，只有生活的平静和美好，真的很好,广东,0,,5,343692793,247033484689
夏生繁木,保密,2024-11-17 09:55:20,10,人普遍不喜欢被规训，李子柒，手工耿这类很火的，基本上都是只给你看美好的和有趣的，基本不说教，但润物细无声。,上海,1,,5,1835981855,247034044273
大明不粘锅,男,2024-11-18 06:26:09,2,,北京,1,她已经开始用满清鞑子服给你说教辣,5,646365298,247100152049
年也,保密,2024-11-13 06:35:41,70,"弹幕说：《大家不会天真的以为是她自己在干活吧？》的人，你不知道李子柒很早之前为了杜绝这种造谣，不惜破坏视频观感都要把加速的全程片段都剪进去吗？,你再造谣一个试试？",广东,2,,6,9120846,247000706800
天才在左0疯子在右,男,2024-11-13 13:02:42,15,,福建,2,这种人就是为了表达一个众人皆醉我独醒的观点，喷完就走，辟谣视频他又不看,6,11436418,247030118848
drulguid,保密,2024-11-28 13:40:39,0,,甘肃,2,如果紧实的肌肉手掌的老茧指甲的淤血都不能证明她干活了，那么我建议撕烂这条弹幕的嘴,5,20752065,248308314800
Han菡不是憨憨,女,2024-11-13 02:42:01,18,子柒的视频有很多加速画面而不是做几个关键动作然后靠空镜告诉你“时间过去了几年”，但你可以从她的镜头感觉到这些事物就是真实的一点点被创造的过程，比那些连周围风景都不敢拍、衣服都不怎么变的真太多了,重庆,1,,6,11062229,246984035456
Han菡不是憨憨,女,2024-11-13 02:44:30,0,,重庆,1,我其实不想搞拉踩，但主要是这真实的效果一出来对比实在太强烈了[笑哭],6,11062229,246984320976
废学忘习只寝食,保密,2024-11-12 09:16:07,193,姐姐说还有视频她正在剪！！ 这几天坐好了等着开饭吧！开仓放粮啦[大哭][给心心],陕西,3,,6,36729586,246617441281
怎样呢就这样吧,女,2024-11-12 09:19:37,3,,江西,3,蹲啊啊啊[大哭],5,27665729,246929171872
蓝鲸鲸呀,女,2024-11-12 09:29:32,1,,陕西,3,好耶[大哭][给心心][给心心][给心心][打call],6,381526475,246618402497
bili_45391300816,保密,2024-11-12 10:13:45,1,,北京,3,对哒 微博评论里说的,3,3546563219556636,246933257936
芬达-6,女,2024-11-12 18:56:03,9,粉丝刚好777.7太有缘了,浙江,1,,4,123670263,246657095825
芙兰达分你一半,保密,2024-11-12 18:57:12,0,,河北,1,真的很巧,6,275173187,246657221793
小白去上学啦,女,2024-12-09 17:09:45,3,姐姐的视屏让我看到更多的可能，有很多认为不能实现的，其实捆住的是自己的行动力和懒惰,广东,0,,4,450745136,249278511056
史科侍郎,保密,2024-11-12 13:47:07,87,"穿越成功，问问是什么时候？,李子柒在更新，华农在养竹鼠，特朗普是美国总统。,懂了，这是2019[脱单doge]",河南,5,,5,71565239,246950994400
吴是,男,2024-11-12 14:14:19,0,,广西,5,恭喜恭喜(*･´ω`･)っ,6,14326675,246640679857
始源前哨站站长墨影,男,2024-11-12 14:17:18,13,,上海,5,美国又丢猴子了[doge],5,569943540,246953579616
保护珊瑚仔,保密,2024-11-12 14:34:29,3,,江苏,5,你这评论把我看哭了[大哭][大哭][大哭][大哭],6,15005129,246955144848
分类与分级,男,2024-11-12 15:38:30,7,,海南,5,美国猴子又跑了,6,71184340,246960740720
知己不如妲己,保密,2024-11-13 06:18:24,0,,山西,5,回复 @始源前哨站站长墨影 :武汉人听了紧张不。,5,424462650,246685045281
无敌甩葱熊,男,2024-11-13 17:28:33,8,张口团队闭口团队的，说的好像给你相同团队，你就能造出原子弹 研究出青蒿素？洗洗睡吧，早起去看看脑科[辣眼睛],甘肃,0,,6,11631848,247050840832
进击滴王尼玛,男,2024-11-12 13:40:06,17,"李子柒回归,华农又有竹鼠了,川普当总统,今夕是何年[幻星乐园动态表情包_探头]",北京,1,,6,6225567,246637754337
始源前哨站站长墨影,男,2024-11-12 14:18:40,2,,上海,1,2019[doge],5,569943540,246953717840
杨杨大肉肉165,保密,2024-11-12 17:35:36,4,时隔三年不管是国内还是国外顶流仍是顶流，油管播放量100W评论3W！,安徽,0,,6,275547311,246968007904
LCL李同学,保密,2024-11-12 10:17:31,160,你走了，那么多模仿的。我以为超越了。后来发现还是你的好 ，土里土气的真实感还带着华丽[笑哭],河北,3,,6,358732547,246933553168
鹊桥仙人,男,2024-11-12 10:19:06,38,,北京,3,这风格独树一帜可一点都不土,6,35018526,246933667184
-无煎-,保密,2024-11-12 15:11:23,20,,江苏,3,回复 @鹊桥仙人 :可能没形容好，我能懂楼主的意思，应该是接地气，有生活气息,5,46770466,246645623473
風吹稻花香两岸,保密,2024-11-12 19:48:11,3,,福建,3,回复 @-无煎- :是质朴，普通大众生活该有的样子，是我们这些996 007 两班倒的人对美好生活憧憬的样子。,5,700427273,246657990161
客官mm,保密,2024-11-12 09:06:04,247,这个赛道还得李子柒卷啊！！,江苏,8,,5,432735568,246616634385
呜呜小伍,女,2024-11-12 09:08:18,71,,重庆,8,别人都在挣几分钟一个视频的快钱，只有子柒真的是静下来做好视频的[大哭],6,21271644,246928402624
浪越改名能中奖吗,保密,2024-11-12 11:52:38,38,,广东,8,回复 @呜呜小伍 :古法区还蛮多up主的，周期也很长，但是很多是做东西，子柒是带田园风格和一点点烟火气进去,6,1970636,246941533472
包包包包2,男,2024-11-12 12:47:36,1,,广东,8,回复 @浪越改名能中奖吗 :对，她也很真实哈哈哈,5,352047180,246633764129
BabySalu,保密,2024-11-12 13:18:49,0,,河北,8,哈哈，这让我想起一位故人。[调皮],5,1827890631,246948526784
我不癫谁癫啊,保密,2024-11-12 19:20:49,8,,江苏,8,回复 @浪越改名能中奖吗 :古法区up主啊……这么多年了除了李子柒真正算起来的也就南翔和9月了……不过9月在b站，因为之前冰龙那事B站现在都没以前活跃了，我甚至第1次了解九月还是因为南翔的那期龙凤花烛……我记得之前好多 Up都没到百万粉……比如开箱晏敬汉卿华农大漠嘤嘤怪还有好多好多谁曾想转眼已经那么久了……,5,693417448,246970923920
我不癫谁癫啊,保密,2024-11-12 19:22:12,0,,江苏,8,回复 @浪越改名能中奖吗 :我才注意到，我已经挨Lv5了，我当时看他们视频的时候还没注册账号呢[大哭],5,693417448,246970636592
浪越改名能中奖吗,保密,2024-11-13 02:42:31,0,,广东,8,回复 @我不癫谁癫啊 :古法区up不止南翔九月，有好多的，鲁磊、彭传明、山白等等。你还是逛少了[喜极而泣],6,1970636,246984106864
钰惠钰,保密,2024-11-13 04:59:54,0,,安徽,8,回复 @浪越改名能中奖吗 :没创新，,4,2110704973,246679972593
断翅领航鲸,保密,2024-11-13 03:36:19,3,传播中国古建智慧，学习更多古建知识，推荐阅读《中国古建筑结构图鉴》。@青木丹阳,四川,0,,4,434567844,246987696384
昨夜星空007,保密,2024-11-12 19:28:12,4,李子柒bilibili777.7万粉，截图纪念！,山西,1,,2,3493270082554342,246971122720
太行阿满,保密,2024-11-12 20:09:43,0,,四川,1,已经778.1了[嗑瓜子],6,1325344960,246658425009
南赡部洲洲长,男,2024-11-13 09:22:23,35,视频很好看，就是突然出现一件清装有点阴森诡异的感觉[笑哭],江苏,0,,6,186307577,246696124177
我有个请求_不你没有,保密,2024-11-13 06:42:55,3,这个果子是什么[哦呼]好像广东过年的时候花街有这个，不知道是不是同一个品种,广东,1,,6,5274517,247001189920
修表的苏苏,保密,2024-11-13 08:51:37,1,,浙江,1,这个果子在四川只有少数市的农村山里有，入夏到秋结束都会有，小时候经常吃，学名我忘记了。但是老家话叫冷干饭。,5,323936572,246694033489
三百年王朝,保密,2024-11-12 09:06:25,19,建议水印打明显一点，不然又会被棒子猴子偷了[呆],河南,2,,5,660570809,246928268032
卡卟乐,男,2024-11-12 18:20:30,6,,广东,2,那不可能 李子柒现在可是油管大V 粉丝量是B站的3倍 这知名度任谁来都偷不动[doge_金箍],6,454037792,246656310817
keidisodk,保密,2024-11-20 04:35:18,1,,北京,2,没人愿意偷满装,5,1718369054,247252341361
雪舞极霜,女,2024-12-05 12:27:46,3,不觉得背景音乐很像众神眷恋的幻想乡吗？,浙江,1,,6,431346336,248910320736
问吾中原,保密,2024-12-06 15:18:17,0,,河南,1,听出来了，好像是的[脱单doge],5,1405901416,249009887152
智者利仁,男,2024-11-12 14:30:37,24,时间过得好快又好慢,江苏,0,,5,212487777,246641994257
超多草莓蛋糕,保密,2024-11-12 10:47:04,89,理解大胖橘了，纯元果然是纯元，别人都比不了[委屈],湖南,2,,5,241864774,246624253633
云倩兮,女,2024-11-12 15:27:43,4,,云南,2,天下只有一个李子柒[给心心],5,311353040,246959879456
也门进行曲,保密,2024-11-13 12:00:13,1,,重庆,2,确实是纯元，不是妃子回宫，是纯元本人回魂了,6,27149639,247024801888
思维辩论所,保密,2024-11-12 09:02:50,167,这是要把攒了三年的视频一口气全发了吗[哦呼],山东,2,,5,318939754,246616505617
思维辩论所,保密,2024-11-12 09:03:17,2,,山东,2,先三连了,5,318939754,246616396977
tae309309,女,2024-11-12 09:03:25,21,,四川,2,好开心，大家都知道有多不容易，欢迎姐姐,5,66305936,246928102656
光明的未来是大家,保密,2024-11-18 12:19:12,8,不懂就问，是有团队在拍吗？,山东,6,,5,392090975,247125094033
墨玉书生,保密,2024-11-18 15:08:58,2,,上海,6,有，您满意了吗,5,210492895,247472500544
柠檬山色雨,保密,2024-11-18 17:49:15,2,,山东,6,肯定有啊[酷仔],4,669911400,247482876624
你也是堡吗,保密,2024-11-19 03:46:19,2,,广东,6,大一点的自媒体哪个没有团队啊，这个跟视频本身有啥关系么？,5,483308493,247168175569
猫爱吃喵,女,2024-11-20 10:55:32,0,,四川,6,都是她一个人在拍,5,1093516174,247278156785
如汝茹,保密,2024-11-22 16:06:46,0,,安徽,6,大部分时候一个人做一个人拍一个人剪，偶尔有朋友帮忙拍,4,411394621,247812932336
77你大胆的往前走,保密,2024-11-26 13:39:07,0,,上海,6,有团队很正常，就像你也得靠你爸妈床上打一架才有了你。,6,8491951,247780456305
锋行天下顺其自然,保密,2024-11-12 22:18:51,12,华农又养起了竹鼠，子柒又更新了，川普又当上了总统，一晃四年多,上海,2,,5,61505635,246973328672
好望角老酋长,保密,2024-11-12 22:52:28,3,,美国,2,仿佛还在疫情前,6,218961303,246973853408
三克油先生,保密,2024-11-13 02:38:21,3,,湖北,2,回复 @好望角老酋长 : 真别说，美国实验室跑了40多只猴子[doge_金箍],5,502147934,246983875616
張七念灬,男,2024-11-12 18:55:36,4,见证777.7万粉丝….,广东,0,,5,644821182,246657205537
温凉看书睡着了,男,2024-11-12 09:06:09,113,我真的好久没这样安静的看完一个长视频了[汤圆]以前的感觉都回来了,江苏,2,,5,516310513,246928176928
Aeryne-,保密,2024-11-12 09:11:08,0,,上海,2,终于更新啦！呜呜呜😭,6,78672812,246928572304
半世纪的梦,保密,2024-11-13 05:06:03,0,,江西,2,一秒都没快进[笑哭],5,39359593,246680434145
泪中有阳光,女,2024-11-12 15:34:21,9,麒麟回首，紫气东来，子柒归来！11.12晚，微博播放量1.1亿，油管突破两千万粉丝数！无敌是多么～多么寂寞！[热词系列_三连],广东,0,,6,51606121,246960303360
行走的一尾鱼y,保密,2024-11-12 09:36:14,32,b站的清晰度真的对不起李子柒的视频 [呆][呆][呆],湖北,2,,5,170882343,246930349232
酸汤大鲫鱼,保密,2024-11-12 15:02:27,0,,重庆,2,在哪个平台看比较好？,5,1489799555,246644894481
懒得再翻一面的咸鱼宋,保密,2024-11-12 17:00:31,3,,江苏,2,回复 @酸汤大鲫鱼 : youtube,5,477074722,246966485184
玛雅凌云,保密,2024-11-12 10:57:36,29,"穿越者：穿到哪里了？问问路人在干吗,路人:看川普当选乐子，等6V6版本的守望先锋，papi酱和明星离婚的综艺，还有看李子柒更的新视频,穿越者：是2016年[笑哭]",江苏,0,,3,420805,246936862064
栀响,保密,2024-11-12 10:13:34,49,欢迎回家！油管关于中国的积极主题视频流量很差，可就是李子柒当初为中国文化走向世界贡献了自己的一份力量。虽然现在美食乡居视频很多，但李子柒只有一个[热词表情_世萌双冠][热词表情_世萌双冠][热词表情_世萌双冠],陕西,4,,6,379754636,246933188240
小子你究竟想干嘛,保密,2024-11-12 13:38:08,3,,湖南,4,她的，可以认为是中国文化传播作品！,5,1198988316,246950203360
所念皆星河ん,保密,2024-11-12 14:10:39,5,,陕西,4,无论中国还是世界，这个赛道李子柒就是开山鼻祖，后辈谁能打得过祖师爷[嗑瓜子]？,6,6761517,246952870736
毛孩的媽,女,2024-11-12 22:07:08,1,,中国台湾,4,油管現在李子柒的新視頻也狂飆了，你可以去看看，訂閱數幾小時內從1900萬變成2000萬，兩隻影片播放量目前快超過B站了…[笑哭],6,210863241,246973238112
栀响,保密,2024-11-13 03:30:54,1,,陕西,4,回复 @毛孩的媽 :[热词表情_世萌双冠],6,379754636,246987364400
脑袋困掉下来,保密,2024-11-12 10:05:53,21,00:10 好美好美,湖南,0,,5,599000506,246932605200
揍-角卷绵芽office,保密,2024-11-14 10:16:55,5,女性力量！！她力量！[支持][支持][支持][支持],广东,0,,6,2544434,247099621760
Imminio,女,2024-11-12 09:16:04,120,不一样，真的不一样[大哭]，尽管这些年出现了很多模仿李子柒的视频，能够这样做到不追热点不用激荡的bgm只是视频语言就可以让人感动的还是只有姐姐啊，熟悉的感觉回来了[大哭][大哭],黑龙江,5,,5,183613271,246617382001
Logo昀晨,保密,2024-11-12 13:36:29,15,,四川,5,猴子很多，大圣只有一个,5,251629601,246950164800
鬻米粥,女,2024-11-12 17:05:06,3,,重庆,5,嗯！我也感觉她风格没变，并且好像剪辑手法好像还更好了，视频比之前看着更美了。,6,182088973,246653421217
竹竿瘦瘦瘦,女,2024-11-13 10:58:45,0,,四川,5,这些年有谁呀 我一个都没有刷到过。,5,392789040,247019520080
Imminio,女,2024-11-13 15:29:13,3,,黑龙江,5,回复 @梦想竹竿瘦 :可以说李子柒是田园生活和非遗视频的鼻祖了，后面火起来的博主多少也沾了她爆火的光，可以说是她带火了这一类视频，但是其他up做的也很好，我不敢点出名字了，总之这种独特的感觉目前还是李子柒能给我,5,183613271,246726364481
去亖什么名字都被占用,保密,2024-11-13 18:54:36,0,,陕西,5,回复 @梦想竹竿瘦 :有一些国外博主在模仿，比如有个越南的一直在模仿她，但是真的可以用一个成语来形容：沐猴而冠。,5,531621044,247053621680
残月贰拾肆,保密,2024-11-29 16:42:24,3,李子柒不只是某个赛道网红，而是个为我们民族文化输出做出巨大贡献的人呀[给心心],山东,0,,6,143506534,248407117408
自由大陆,保密,2024-11-12 16:27:18,14,感觉回到了疫情前的时光,江苏,4,,5,29376590,246651389105
哦岁没工资我还,保密,2024-11-12 16:30:53,1,,广东,4,我也这种感觉,5,233301287,246651570113
卡卟乐,男,2024-11-12 18:24:23,5,,广东,4,今年有一种“万物”都要开始复苏的感觉,6,454037792,246656428225
